0.000 1.000
0.071 0.983
0.171 0.948
0.254 0.910
0.343 0.857
0.425 0.804
0.511 0.730
0.597 0.645
0.679 0.551
0.774 0.420
0.855 0.293
0.925 0.160
1.000 0.000
