0.0  90.1
10.0 77.1
20.0 59.6
30.0 45.8
40.0 36.8
50.0 30.5
60.0 24.8
70.0 20.8
80.0 19.6
90.0 18.5
100.0 17.0
110.0 16.0
120.0 15.0
